Date,Open,High,Low,Close,Volume
31-Dec-12,72.93,76.49,72.71,76.02,164872785
2-Jan-13,79.12,79.29,77.38,78.43,140124866
3-Jan-13,78.27,78.52,77.29,77.44,88240950
4-Jan-13,76.71,76.95,75.12,75.29,148581860
7-Jan-13,74.6,75.6,73.6,74.8,121038176
8-Jan-13,75.6,75.98,74.46,75.04,114676751
9-Jan-13,74.64,75.0,73.71,73.87,101899959
10-Jan-13,75.51,75.53,73.65,74.79,150285296
11-Jan-13,74.43,75.05,74.15,74.33,87688741
14-Jan-13,71.81,72.5,71.22,71.68,183544396
15-Jan-13,71.19,71.28,69.05,69.42,219192932
16-Jan-13,70.66,72.78,70.36,72.3,172700045
17-Jan-13,72.9,72.96,71.72,71.81,113412579
18-Jan-13,71.22,71.75,70.91,71.43,118287267
22-Jan-13,72.08,72.55,70.95,72.11,115386173
23-Jan-13,72.69,73.57,72.11,73.43,215375853
24-Jan-13,65.71,66.53,64.32,64.36,365212953
25-Jan-13,64.53,65.18,62.14,62.84,301993503
28-Jan-13,62.55,64.74,62.27,64.26,196378931
29-Jan-13,65.5,65.74,64.59,65.47,142768017
30-Jan-13,65.29,66.09,64.93,65.26,104288317
31-Jan-13,65.28,65.61,65.0,65.07,79833215
1-Feb-13,65.59,65.64,64.05,64.8,134867089
4-Feb-13,64.84,65.13,63.14,63.19,119278754
5-Feb-13,63.44,65.68,63.17,65.41,143336536
6-Feb-13,65.21,66.64,64.65,65.34,148426012
7-Feb-13,66.18,67.14,64.87,66.89,176145074
8-Feb-13,67.71,68.4,66.89,67.85,158288984
11-Feb-13,68.07,69.28,67.61,68.56,129358516
12-Feb-13,68.5,68.91,66.82,66.84,152262712
13-Feb-13,66.74,67.66,66.17,66.72,118801221
14-Feb-13,66.36,67.38,66.29,66.66,88876501
15-Feb-13,66.98,67.17,65.7,65.74,97981177
19-Feb-13,65.87,66.1,64.84,65.71,108944213
20-Feb-13,65.38,65.38,64.11,64.12,119074886
21-Feb-13,63.71,64.17,63.26,63.72,111795180
22-Feb-13,64.18,64.51,63.8,64.4,82663644
25-Feb-13,64.84,65.02,63.22,63.26,93144464
26-Feb-13,63.4,64.51,62.52,64.14,125374074
27-Feb-13,64.06,64.63,62.95,63.51,146836928
28-Feb-13,63.44,63.98,63.06,63.06,80628737
1-Mar-13,62.57,62.6,61.43,61.5,138111792
4-Mar-13,61.11,61.17,59.86,60.01,145684399
5-Mar-13,60.21,62.17,60.11,61.59,159607042
6-Mar-13,62.07,62.18,60.63,60.81,115062269
7-Mar-13,60.64,61.72,60.15,61.51,117117826
8-Mar-13,61.4,62.2,61.23,61.67,97898983
11-Mar-13,61.39,62.72,60.73,62.55,118558356
12-Mar-13,62.23,62.7,61.08,61.2,116477473
13-Mar-13,61.21,62.07,60.77,61.19,101454192
14-Mar-13,61.83,62.09,61.49,61.79,75968746
15-Mar-13,62.56,63.46,62.46,63.38,160989787
18-Mar-13,63.06,65.35,63.03,65.1,151549090
19-Mar-13,65.64,65.85,64.07,64.93,131693310
20-Mar-13,65.35,65.38,64.23,64.58,77165158
21-Mar-13,64.32,65.43,64.3,64.68,95813410
22-Mar-13,64.94,66.01,64.73,65.99,98776111
25-Mar-13,66.38,67.14,65.97,66.23,125283438
26-Mar-13,66.49,66.55,65.79,65.88,73573423
27-Mar-13,65.21,65.26,64.39,64.58,82852294
28-Mar-13,64.26,64.55,63.09,63.24,110745586
1-Apr-13,63.13,63.38,61.11,61.27,97432489
2-Apr-13,61.09,62.59,60.91,61.4,132443234
3-Apr-13,61.62,62.47,61.47,61.71,90803727
4-Apr-13,61.97,62.14,60.75,61.1,89664638
5-Apr-13,60.64,60.71,59.95,60.46,95923478
8-Apr-13,60.69,61.07,60.36,60.89,75264742
9-Apr-13,60.91,61.21,60.39,61.0,76688115
10-Apr-13,61.16,62.44,60.86,62.24,93981748
11-Apr-13,61.96,62.57,61.6,62.05,82154093
12-Apr-13,62.02,62.02,61.3,61.4,59681279
15-Apr-13,61.0,61.13,59.94,59.98,79379706
16-Apr-13,60.22,60.94,60.08,60.89,76442758
17-Apr-13,60.04,60.09,56.87,57.54,236263461
18-Apr-13,57.86,57.97,55.68,56.01,166574163
19-Apr-13,55.42,57.09,55.01,55.79,152318201
22-Apr-13,56.09,57.46,55.9,56.95,107479442
23-Apr-13,57.71,58.34,56.97,58.02,166058949
24-Apr-13,56.22,59.32,56.07,57.92,242458391
25-Apr-13,58.75,59.13,58.14,58.34,96209155
26-Apr-13,58.54,59.82,58.32,59.6,191068990
29-Apr-13,60.06,61.94,60.0,61.45,160081110
30-Apr-13,62.16,63.61,61.72,63.25,172884362
1-May-13,63.49,63.56,62.06,62.76,126788697
2-May-13,63.11,64.08,62.95,63.65,105506184
3-May-13,64.47,64.75,64.16,64.28,90381788
6-May-13,65.1,66.03,64.9,65.82,124160162
7-May-13,66.42,66.54,64.81,65.52,120938076
8-May-13,65.58,66.48,65.12,66.26,118149038
9-May-13,65.69,66.14,65.08,65.25,99687476
10-May-13,65.42,65.67,64.35,64.71,83712482
13-May-13,64.5,65.41,64.5,64.96,79277310
14-May-13,64.84,65.03,63.16,63.41,111778940
15-May-13,62.74,63.0,60.34,61.26,185403085
16-May-13,60.46,62.55,59.84,62.08,150866478
17-May-13,62.72,62.87,61.57,61.89,107019829
20-May-13,61.7,63.69,61.44,63.28,112893984
21-May-13,62.59,63.64,62.03,62.81,114074240
22-May-13,63.44,64.05,62.6,63.05,110814858
23-May-13,62.28,63.74,62.26,63.16,88345236
24-May-13,62.98,63.67,62.91,63.59,69106639
28-May-13,64.27,64.44,62.98,63.06,96536188
29-May-13,62.86,63.93,62.77,63.56,82695669
30-May-13,63.66,64.93,63.5,64.51,88428648
31-May-13,64.64,65.3,64.21,64.25,96075042
3-Jun-13,63.97,64.62,63.21,64.39,93087841
4-Jun-13,64.75,64.92,63.91,64.19,73181521
5-Jun-13,63.66,64.39,63.39,63.59,72647337
6-Jun-13,63.64,63.86,62.01,62.64,104268458
7-Jun-13,62.36,63.32,61.82,63.12,101185686
10-Jun-13,63.53,64.15,62.4,62.7,112589043
11-Jun-13,62.25,63.25,61.9,62.51,71426348
12-Jun-13,62.79,63.04,61.64,61.74,66356668
13-Jun-13,61.79,62.45,61.25,62.28,71528086
14-Jun-13,62.2,62.33,61.21,61.44,65672880
17-Jun-13,61.63,62.24,61.48,61.71,64860453
18-Jun-13,61.65,62.13,61.46,61.68,48790448
19-Jun-13,61.63,61.67,60.43,60.43,77757785
20-Jun-13,59.9,60.85,59.31,59.55,89374558
21-Jun-13,59.78,60.0,58.3,59.07,120297338
24-Jun-13,58.2,58.38,56.86,57.51,120186430
25-Jun-13,57.96,58.26,56.98,57.52,78584786
26-Jun-13,57.7,57.83,56.52,56.87,91986573
27-Jun-13,57.04,57.34,56.22,56.25,84350049
28-Jun-13,55.91,57.18,55.55,56.65,144659417
1-Jul-13,57.53,58.9,57.32,58.46,97793045
2-Jul-13,58.57,60.23,58.5,59.78,117521579
3-Jul-13,60.12,60.43,59.64,60.11,60232158
5-Jul-13,60.06,60.47,59.34,59.63,68520760
8-Jul-13,60.02,60.14,58.66,59.29,74578420
9-Jul-13,59.09,60.5,58.63,60.34,88172238
10-Jul-13,59.94,60.69,59.75,60.1,70350819
11-Jul-13,60.42,61.18,60.17,61.04,81618964
12-Jul-13,61.09,61.4,60.49,60.93,69910463
15-Jul-13,60.72,61.64,60.69,61.06,60543105
16-Jul-13,60.93,61.53,60.6,61.46,54134367
17-Jul-13,61.39,61.75,61.17,61.47,49764064
18-Jul-13,61.91,62.12,61.52,61.68,54760818
19-Jul-13,61.87,62.0,60.62,60.71,67194715
22-Jul-13,61.35,61.39,60.78,60.9,51997596
23-Jul-13,60.86,60.99,59.82,59.86,92348403
24-Jul-13,62.7,63.51,62.18,62.93,148013824
25-Jul-13,62.96,63.06,62.26,62.64,57420636
26-Jul-13,62.19,63.01,62.05,63.0,50068753
29-Jul-13,62.97,64.28,62.89,63.97,62110300
30-Jul-13,64.28,65.31,64.18,64.76,77355565
31-Jul-13,65.0,65.33,64.2,64.65,80739351
1-Aug-13,65.11,65.26,64.75,65.24,51562322
2-Aug-13,65.43,66.12,65.24,66.08,68695326
5-Aug-13,66.38,67.24,66.02,67.06,79713592
6-Aug-13,66.86,67.41,66.02,66.46,83728540
7-Aug-13,66.26,66.71,65.97,66.43,74713968
8-Aug-13,66.26,66.3,65.42,65.86,63999838
9-Aug-13,65.52,65.78,64.81,64.92,66905209
12-Aug-13,65.27,66.95,65.23,66.77,91108290
13-Aug-13,67.28,70.67,66.86,69.94,220484936
14-Aug-13,71.13,72.04,70.49,71.21,189092911
15-Aug-13,70.92,71.77,69.87,71.13,122573507
16-Aug-13,71.45,71.85,71.27,71.76,90575856
19-Aug-13,72.05,73.39,72.0,72.53,127629481
20-Aug-13,72.82,72.94,71.55,71.58,89671743
21-Aug-13,71.94,72.45,71.6,71.77,83969305
22-Aug-13,72.14,72.23,71.17,71.85,61051676
23-Aug-13,71.9,71.91,71.34,71.57,55682221
26-Aug-13,71.54,72.89,71.5,71.85,82741050
27-Aug-13,71.14,71.79,69.47,69.8,106047109
28-Aug-13,69.43,70.83,69.43,70.13,76901678
29-Aug-13,70.24,70.93,70.16,70.24,59913714
30-Aug-13,70.29,70.42,69.5,69.6,68100788
3-Sep-13,70.44,71.51,69.62,69.8,83025166
4-Sep-13,71.37,71.75,70.9,71.24,86257878
5-Sep-13,71.46,71.53,70.52,70.75,59091879
6-Sep-13,71.21,71.34,69.99,71.17,89881253
9-Sep-13,72.14,72.56,71.93,72.31,85171583
10-Sep-13,72.31,72.49,69.93,70.66,185798872
11-Sep-13,66.72,67.67,66.4,66.82,223526688
12-Sep-13,66.93,67.91,66.57,67.53,101012471
13-Sep-13,67.05,67.4,66.39,66.41,74708438
16-Sep-13,65.86,65.94,63.89,64.3,137137665
17-Sep-13,63.99,65.67,63.93,65.05,99844773
18-Sep-13,66.17,66.62,65.81,66.38,114215304
19-Sep-13,67.24,67.98,67.04,67.47,101134712
20-Sep-13,68.29,68.36,66.57,66.77,174825322
23-Sep-13,70.87,70.99,68.94,70.09,190526525
24-Sep-13,70.7,70.78,69.69,69.87,91085743
25-Sep-13,69.89,69.95,68.78,68.79,79239167
26-Sep-13,69.43,69.79,69.13,69.46,59305183
27-Sep-13,69.11,69.24,68.67,68.96,57009729
30-Sep-13,68.18,68.81,67.77,68.11,65039408
1-Oct-13,68.35,69.88,68.34,69.71,88470655
2-Oct-13,69.38,70.26,69.11,69.94,72295902
3-Oct-13,70.07,70.34,68.68,69.06,80688503
4-Oct-13,69.12,69.23,68.37,69.0,64717380
7-Oct-13,69.51,70.38,69.34,69.68,78073107
8-Oct-13,69.99,70.09,68.65,68.71,72729006
9-Oct-13,69.23,69.68,68.33,69.51,75431216
10-Oct-13,70.19,70.34,69.58,69.95,69650490
11-Oct-13,69.57,70.55,69.31,70.4,66934938
14-Oct-13,69.98,71.08,69.91,70.86,65474542
15-Oct-13,71.07,71.71,70.79,71.24,80018603
16-Oct-13,71.54,71.79,71.32,71.59,62775013
17-Oct-13,71.43,72.11,71.38,72.07,63398335
18-Oct-13,72.28,72.75,72.24,72.7,72635570
21-Oct-13,73.11,74.9,73.07,74.48,99526945
22-Oct-13,75.2,75.49,72.58,74.27,133515753
23-Oct-13,74.14,75.1,74.14,74.99,78431122
24-Oct-13,75.0,76.07,74.64,75.99,96191095
25-Oct-13,75.9,76.18,75.02,75.14,84448133
28-Oct-13,75.58,75.86,74.74,75.7,137610123
29-Oct-13,76.61,77.04,73.51,73.81,158952115
30-Oct-13,74.23,75.36,73.86,74.98,88540697
31-Oct-13,75.0,75.36,74.47,74.67,68923785
1-Nov-13,74.86,74.97,73.69,74.29,68722304
4-Nov-13,74.44,75.26,74.12,75.25,61157033
5-Nov-13,74.94,75.56,74.71,75.06,66368071
6-Nov-13,74.88,74.98,74.03,74.42,55844152
7-Nov-13,74.23,74.74,73.2,73.21,65655100
8-Nov-13,73.51,74.45,73.23,74.37,69829543
11-Nov-13,74.28,74.52,73.49,74.15,56863303
12-Nov-13,73.95,74.85,73.86,74.29,51114651
13-Nov-13,74.0,74.61,73.85,74.38,49304927
14-Nov-13,74.69,75.61,74.55,75.45,70605087
15-Nov-13,75.23,75.58,74.93,75.0,79479764
18-Nov-13,75.0,75.31,74.03,74.09,61236224
19-Nov-13,74.15,74.77,74.0,74.22,52234707
20-Nov-13,74.18,74.35,73.48,73.57,48545798
21-Nov-13,73.94,74.46,73.38,74.45,65506861
22-Nov-13,74.22,74.59,74.08,74.26,55931232
25-Nov-13,74.43,75.12,74.43,74.82,57348403
26-Nov-13,74.87,76.59,74.86,76.2,100345728
27-Nov-13,76.62,78.0,76.2,77.99,90861841
29-Nov-13,78.5,79.76,78.26,79.44,79532215
2-Dec-13,79.71,80.62,78.69,78.75,118135885
3-Dec-13,79.76,80.91,79.67,80.9,112741734
4-Dec-13,80.79,81.31,80.12,80.71,94452666
5-Dec-13,81.81,82.16,80.92,81.13,111895315
6-Dec-13,80.83,80.96,79.94,80.0,86088352
9-Dec-13,80.14,81.37,80.13,80.92,80123533
10-Dec-13,80.52,81.13,80.17,80.79,69567610
11-Dec-13,81.01,81.57,79.96,80.19,89929693
12-Dec-13,80.38,80.76,80.0,80.08,65572318
13-Dec-13,80.34,80.41,79.1,79.2,83205283
16-Dec-13,79.37,80.38,79.29,79.64,70648452
17-Dec-13,79.39,79.92,79.05,79.28,57475649
18-Dec-13,78.21,78.78,76.97,78.68,141465807
19-Dec-13,78.38,78.57,77.68,77.78,80239369
20-Dec-13,77.91,78.8,77.83,78.43,109103435
23-Dec-13,81.14,81.53,80.39,81.44,125326831
24-Dec-13,81.41,81.7,80.86,81.1,41888735
26-Dec-13,81.16,81.36,80.48,80.56,51002035
27-Dec-13,80.55,80.63,79.93,80.01,56471317
30-Dec-13,79.64,80.01,78.9,79.22,63407722
31-Dec-13,79.17,80.18,79.14,80.15,55819372
2-Jan-14,79.38,79.58,78.86,79.02,58791957
3-Jan-14,78.98,79.1,77.2,77.28,98303870
6-Jan-14,76.78,78.11,76.23,77.7,103359151
7-Jan-14,77.76,77.99,76.85,77.15,79432766
8-Jan-14,76.97,77.94,76.96,77.64,64686685
9-Jan-14,78.11,78.12,76.48,76.65,69905199
10-Jan-14,77.12,77.26,75.87,76.13,76320664
13-Jan-14,75.7,77.5,75.7,76.53,94860843
14-Jan-14,76.89,78.1,76.81,78.06,83734371
15-Jan-14,79.07,80.03,78.81,79.62,98472619
16-Jan-14,79.27,79.55,78.81,79.18,57471330
17-Jan-14,78.78,78.87,77.13,77.24,108426689
21-Jan-14,77.28,78.58,77.2,78.44,82255544
22-Jan-14,78.7,79.61,78.26,78.79,95219334
23-Jan-14,78.56,79.5,77.83,79.45,100978346
24-Jan-14,79.14,79.37,77.82,78.01,108384437
27-Jan-14,78.58,79.26,77.96,78.64,144219152
28-Jan-14,72.68,73.57,71.72,72.36,266833581
29-Jan-14,71.99,72.48,71.23,71.54,125942796
30-Jan-14,71.79,72.36,70.96,71.4,169762789
31-Jan-14,70.74,71.65,70.51,71.51,116336444
3-Feb-14,71.8,72.53,71.33,71.65,100620772
4-Feb-14,72.26,72.78,71.82,72.68,94273543
5-Feb-14,72.37,73.61,72.32,73.23,82322156
6-Feb-14,72.87,73.36,72.54,73.22,64497223
7-Feb-14,74.48,74.7,73.91,74.24,93638601
10-Feb-14,74.09,76.0,74.0,75.57,86451022
11-Feb-14,75.8,76.82,75.64,76.57,70672252
12-Feb-14,76.71,77.08,76.18,76.56,77127064
13-Feb-14,76.38,77.84,76.31,77.78,76960156
14-Feb-14,77.5,78.0,77.32,77.71,68468036
18-Feb-14,78.0,78.74,77.94,78.0,65306248
19-Feb-14,77.82,78.13,76.34,76.77,78554420
20-Feb-14,76.14,76.71,75.57,75.88,76529103
21-Feb-14,76.11,76.37,74.94,75.04,69757247
24-Feb-14,74.74,75.7,74.63,75.36,72364950
25-Feb-14,75.63,75.65,74.43,74.58,58247350
26-Feb-14,74.8,75.0,73.66,73.91,69131286
27-Feb-14,73.88,75.54,73.72,75.38,75557321
28-Feb-14,75.58,76.11,74.59,75.18,93074653
3-Mar-14,74.77,75.81,74.69,75.39,59784494
4-Mar-14,75.86,76.09,75.4,75.89,64884834
5-Mar-14,75.85,76.39,75.59,76.05,50065519
6-Mar-14,76.11,76.35,75.44,75.82,46423111
7-Mar-14,75.87,76.0,75.15,75.78,55415241
10-Mar-14,75.48,76.19,75.48,75.85,44691430
11-Mar-14,76.49,76.96,76.08,76.58,70198849
12-Mar-14,76.36,76.76,76.0,76.66,50195460
13-Mar-14,76.78,77.09,75.59,75.81,64435609
14-Mar-14,75.54,75.84,74.71,74.96,59299492
17-Mar-14,75.39,75.71,75.12,75.25,49886074
18-Mar-14,75.13,76.0,75.03,75.91,52411863
19-Mar-14,76.04,76.61,75.57,75.89,56188958
20-Mar-14,75.7,76.1,75.34,75.53,52099537
21-Mar-14,75.99,76.25,75.19,76.12,93612169
24-Mar-14,76.92,77.21,76.44,77.03,88924871
25-Mar-14,77.36,77.96,77.08,77.86,70573356
26-Mar-14,78.07,78.43,76.98,77.11,74942224
27-Mar-14,77.14,77.36,76.45,76.78,55507676
28-Mar-14,76.9,76.99,76.32,76.69,50141063
31-Mar-14,77.03,77.26,76.56,76.68,42167188
1-Apr-14,76.82,77.41,76.68,77.38,50189685
2-Apr-14,77.48,77.64,77.18,77.51,45104871
3-Apr-14,77.34,77.5,76.81,76.97,40648111
4-Apr-14,77.12,77.14,75.8,75.97,68812485
7-Apr-14,75.43,75.84,74.56,74.78,72462530
8-Apr-14,75.03,75.16,74.1,74.78,60971883
9-Apr-14,74.66,75.78,74.57,75.76,51542722
10-Apr-14,75.81,76.03,74.74,74.78,59912818
11-Apr-14,74.14,74.69,73.88,74.23,67975012
14-Apr-14,74.56,74.59,73.89,74.53,51445177
15-Apr-14,74.32,74.52,73.05,73.99,66622577
16-Apr-14,74.01,74.44,73.45,74.14,53732994
17-Apr-14,74.29,75.39,74.17,74.99,71106721
21-Apr-14,75.05,76.02,74.85,75.88,45668931
22-Apr-14,75.47,75.98,75.21,75.96,50664453
23-Apr-14,75.58,75.88,74.92,74.96,98735259
24-Apr-14,81.17,81.43,80.1,81.11,189978082
25-Apr-14,80.65,81.71,80.57,81.71,97568814
28-Apr-14,81.83,85.11,81.79,84.87,167371680
29-Apr-14,84.82,85.14,84.22,84.62,84344673
30-Apr-14,84.66,85.63,84.26,84.3,114220883
1-May-14,84.57,84.97,83.77,84.5,61052418
2-May-14,84.62,84.89,84.24,84.65,47878572
5-May-14,84.31,85.86,84.29,85.85,71766758
6-May-14,85.97,86.34,84.92,84.92,93641373
7-May-14,85.04,85.33,83.96,84.62,70715988
8-May-14,84.04,84.92,83.77,84.0,57574363
9-May-14,83.51,83.75,82.9,83.65,72899498
12-May-14,83.93,84.81,83.91,84.69,53324677
13-May-14,84.57,84.93,84.39,84.82,39934594
14-May-14,84.63,85.34,84.53,84.84,41600846
15-May-14,84.96,85.23,84.01,84.12,57711731
16-May-14,84.09,85.36,83.63,85.36,69091834
19-May-14,85.41,86.76,85.33,86.37,79439024
20-May-14,86.36,86.63,85.82,86.39,58708986
21-May-14,86.26,86.67,86.01,86.62,49249914
22-May-14,86.66,87.12,86.3,86.75,50218945
23-May-14,86.75,87.82,86.64,87.73,58052491
27-May-14,87.98,89.41,87.95,89.38,87216605
28-May-14,89.43,89.98,89.11,89.14,78921885
29-May-14,89.69,90.98,89.68,90.77,94118633
30-May-14,91.14,92.02,89.84,90.43,141005137
2-Jun-14,90.57,90.69,88.93,89.81,92337903
3-Jun-14,89.78,91.25,89.75,91.08,73231620
4-Jun-14,91.06,92.56,90.87,92.12,83870521
5-Jun-14,92.31,92.77,91.8,92.48,75951141
6-Jun-14,92.84,93.04,92.07,92.22,87620911
9-Jun-14,92.7,93.88,91.75,93.7,75414804
10-Jun-14,94.73,95.05,93.57,94.25,62777042
11-Jun-14,94.13,94.76,93.47,93.86,45681114
12-Jun-14,94.04,94.12,91.9,92.29,54748791
13-Jun-14,92.2,92.44,90.88,91.28,54525280
16-Jun-14,91.51,92.75,91.45,92.2,35561270
17-Jun-14,92.31,92.7,91.8,92.08,29726347
18-Jun-14,92.27,92.29,91.35,92.18,33514108
19-Jun-14,92.29,92.3,91.34,91.86,35527686
20-Jun-14,91.85,92.55,90.9,90.91,100898066
23-Jun-14,91.32,91.62,90.6,90.83,43694391
24-Jun-14,90.75,91.74,90.19,90.28,39036087
25-Jun-14,90.21,90.7,89.65,90.36,36868541
26-Jun-14,90.37,91.05,89.8,90.9,32629359
27-Jun-14,90.82,92.0,90.77,91.98,64028803
30-Jun-14,92.1,93.72,92.09,92.93,49589028
1-Jul-14,93.52,94.07,93.13,93.52,38223477
2-Jul-14,93.86,94.06,93.09,93.48,28465073
3-Jul-14,93.67,94.1,93.2,94.03,22891753
7-Jul-14,94.14,95.99,94.1,95.97,56467939
8-Jul-14,96.27,96.8,93.92,95.35,65221678
9-Jul-14,95.44,95.95,94.76,95.39,36436440
10-Jul-14,93.76,95.55,93.52,95.04,39685552
11-Jul-14,95.36,95.89,94.86,95.22,34018228
14-Jul-14,95.86,96.89,95.65,96.45,42810155
15-Jul-14,96.8,96.85,95.03,95.32,45696176
16-Jul-14,96.97,97.1,94.74,94.78,53502415
17-Jul-14,95.03,95.28,92.57,93.09,57298243
18-Jul-14,93.62,94.74,93.02,94.43,49987593
21-Jul-14,94.99,95.0,93.72,93.94,39079002
22-Jul-14,94.68,94.89,94.12,94.72,55196597
23-Jul-14,95.42,97.88,95.17,97.19,92917719
24-Jul-14,97.04,97.32,96.42,97.03,45728843
25-Jul-14,96.85,97.84,96.64,97.67,43469117
28-Jul-14,97.82,99.24,97.55,99.02,55317689
29-Jul-14,99.33,99.44,98.25,98.38,43143095
30-Jul-14,98.44,98.7,97.67,98.15,33010001
31-Jul-14,97.16,97.45,95.33,95.6,56842647
1-Aug-14,94.9,96.62,94.81,96.13,48511286
4-Aug-14,96.37,96.58,95.17,95.59,39958144
5-Aug-14,95.36,95.68,94.36,95.12,55932663
6-Aug-14,94.75,95.48,94.71,94.96,38558342
7-Aug-14,94.93,95.95,94.1,94.48,46711179
8-Aug-14,94.26,94.82,93.28,94.74,41865193
11-Aug-14,95.27,96.08,94.84,95.99,36584844
12-Aug-14,96.04,96.88,95.61,95.97,33795352
13-Aug-14,96.15,97.24,96.04,97.24,31916439
14-Aug-14,97.33,97.57,96.8,97.5,28115566
15-Aug-14,97.9,98.19,96.86,97.98,48951331
18-Aug-14,98.49,99.37,97.98,99.16,47572413
19-Aug-14,99.41,100.68,99.32,100.53,69399270
20-Aug-14,100.44,101.09,99.95,100.57,52699192
21-Aug-14,100.57,100.94,100.11,100.58,33478198
22-Aug-14,100.29,101.47,100.19,101.32,44183834
25-Aug-14,101.79,102.17,101.28,101.54,40270173
26-Aug-14,101.42,101.5,100.86,100.89,33151984
27-Aug-14,101.02,102.57,100.7,102.13,52369011
28-Aug-14,102.13,102.78,101.56,102.25,68459801
29-Aug-14,102.86,102.9,102.2,102.5,44595247
2-Sep-14,103.06,103.74,102.72,103.3,53564262
3-Sep-14,103.1,103.2,98.58,98.94,125420521
4-Sep-14,98.85,100.09,97.79,98.12,85718221
5-Sep-14,98.8,99.39,98.31,98.97,58457035
8-Sep-14,99.3,99.31,98.05,98.36,46356742
9-Sep-14,99.08,103.08,96.14,97.99,189846255
10-Sep-14,98.01,101.11,97.76,101.0,100869587
11-Sep-14,100.41,101.44,99.62,101.43,62399743
12-Sep-14,101.21,102.19,101.08,101.66,64096903
15-Sep-14,102.81,103.05,101.44,101.63,61316516
16-Sep-14,99.8,101.26,98.89,100.86,66908133
17-Sep-14,101.27,101.8,100.59,101.58,60926498
18-Sep-14,101.93,102.35,101.56,101.79,37299435
19-Sep-14,102.29,102.35,100.88,100.96,70902406
22-Sep-14,101.8,102.14,100.58,101.06,52788426
23-Sep-14,100.6,102.94,100.54,102.64,63402196
24-Sep-14,102.16,102.85,101.2,101.75,60171828
25-Sep-14,100.51,100.71,97.72,97.87,100091990
26-Sep-14,98.53,100.75,98.4,100.75,62370501
29-Sep-14,98.65,100.44,98.63,100.11,49766312
30-Sep-14,100.81,101.54,100.53,100.75,55264139
1-Oct-14,100.59,100.69,98.7,99.18,51491286
2-Oct-14,99.27,100.22,98.04,99.9,47757828
3-Oct-14,99.44,100.21,99.04,99.62,43469585
6-Oct-14,99.95,100.65,99.42,99.62,37051182
7-Oct-14,99.43,100.12,98.73,98.75,42094183
8-Oct-14,98.76,101.11,98.31,100.8,57404674
9-Oct-14,101.54,102.38,100.61,101.02,77376525
10-Oct-14,100.69,102.03,100.3,100.73,66331592
13-Oct-14,101.33,101.78,99.81,99.81,53583368
14-Oct-14,100.39,100.52,98.57,98.75,63688562
15-Oct-14,97.97,99.15,95.18,97.54,100933600
16-Oct-14,95.55,97.72,95.41,96.26,72154523
17-Oct-14,97.5,99.0,96.81,97.67,68179688
20-Oct-14,98.32,99.96,98.22,99.76,77517279
21-Oct-14,103.02,103.02,101.27,102.47,94623904
22-Oct-14,102.84,104.11,102.6,102.99,68263146
23-Oct-14,104.08,105.05,103.63,104.83,71074674
24-Oct-14,105.18,105.49,104.53,105.22,47053916
27-Oct-14,104.85,105.48,104.7,105.11,34187701
28-Oct-14,105.4,106.74,105.35,106.74,48060949
29-Oct-14,106.65,107.37,106.36,107.34,52687879
30-Oct-14,106.96,107.35,105.9,106.98,40654793
31-Oct-14,108.01,108.04,107.21,108.0,44639285
3-Nov-14,108.22,110.3,108.01,109.4,52282550
4-Nov-14,109.36,109.49,107.72,108.6,41574365
5-Nov-14,109.1,109.3,108.12,108.86,37435905
6-Nov-14,108.6,108.79,107.8,108.7,34968457
7-Nov-14,108.75,109.32,108.55,109.01,33691535
10-Nov-14,109.02,109.33,108.67,108.83,27195547
11-Nov-14,108.7,109.75,108.4,109.7,27442252
12-Nov-14,109.38,111.43,109.37,111.25,46942431
13-Nov-14,111.8,113.45,111.6,112.82,59522855
14-Nov-14,113.15,114.19,113.05,114.18,44063595
17-Nov-14,114.27,117.28,113.3,113.99,46746712
18-Nov-14,113.94,115.69,113.89,115.47,44223978
19-Nov-14,115.44,115.74,113.8,114.67,41869160
20-Nov-14,114.91,116.86,114.85,116.31,43395537
21-Nov-14,117.51,117.57,116.03,116.47,57179298
24-Nov-14,116.85,118.77,116.62,118.62,47450824
25-Nov-14,119.07,119.75,117.45,117.6,68840440
26-Nov-14,117.94,119.1,117.83,119.0,40831886
28-Nov-14,119.27,119.4,118.05,118.93,24814402
1-Dec-14,118.81,119.25,111.27,115.07,83814037
2-Dec-14,113.5,115.75,112.75,114.63,59348940
3-Dec-14,115.75,116.35,115.11,115.93,43063440
4-Dec-14,115.77,117.2,115.29,115.49,42155776
5-Dec-14,115.99,116.08,114.64,115.0,38318895
8-Dec-14,114.1,114.65,111.62,112.4,57664850
9-Dec-14,110.19,114.3,109.35,114.12,60208036
10-Dec-14,114.41,114.85,111.54,111.95,44565318
11-Dec-14,112.26,113.8,111.34,111.62,41471578
12-Dec-14,110.46,111.87,109.58,109.73,56028138
15-Dec-14,110.7,111.6,106.35,108.22,67218082
16-Dec-14,106.37,110.16,106.26,106.74,60790733
17-Dec-14,107.12,109.84,106.82,109.41,53411773
18-Dec-14,111.87,112.65,110.66,112.65,59006218
19-Dec-14,112.26,113.24,111.66,111.78,88429770
22-Dec-14,112.16,113.49,111.97,112.94,45167549
23-Dec-14,113.23,113.33,112.46,112.54,26028419
24-Dec-14,112.58,112.71,112.01,112.01,14479611
26-Dec-14,112.1,114.52,112.01,113.99,33720951
